.\pictureDatabase\img (14).jpg~4502,767,0,0,63,371,17,0,0,0,0,0,0,0,0,0,349,71,0,0,289,4274,756,0,0,42,671,0,0,0,0,0,198,19,0,0,101,1594,129,0,0,287,13897,809,0,0,4,172,0,0,0,0,0,0,0,0,0,0,42,12,0,0,4,6860
.\pictureDatabase\img (140).jpg~19252,36,0,0,3077,55,0,0,31,0,0,0,0,0,0,0,172,11,0,0,2291,1945,21,0,1859,1125,29,0,50,0,0,0,0,0,0,0,83,119,4,0,227,1050,679,13,626,268,385,7,0,0,0,0,0,0,0,0,0,6,7,2,63,58,527,2222
.\pictureDatabase\img (141).jpg~27947,57,0,0,1314,108,0,0,0,0,0,0,0,0,0,0,173,2,0,0,667,931,14,0,237,340,50,0,0,0,0,0,0,0,0,0,152,188,1,0,30,151,584,20,1,22,186,68,0,0,0,0,0,0,0,0,0,0,0,2,0,1,70,2984
.\pictureDatabase\img (142).jpg~15028,11,0,0,298,73,0,0,0,0,0,0,0,0,0,0,3813,0,0,0,6443,9538,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,498,0,0,0,466,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,6,4
.\pictureDatabase\img (143).jpg~18840,6,0,0,4650,653,0,0,1,2,0,0,0,0,0,0,28,0,0,0,699,2682,8,0,250,1276,320,0,0,0,0,0,0,0,0,0,0,121,0,0,13,650,3321,6,0,26,193,34,0,0,0,0,0,0,0,0,0,0,367,0,0,0,287,1867
.\pictureDatabase\img (144).jpg~13228,21,0,0,3571,2232,0,0,8,14,0,0,0,0,0,0,28,5,0,0,484,4820,134,0,144,1698,1152,0,1,8,25,0,0,0,0,0,0,177,9,0,5,479,3414,140,6,43,464,167,0,0,0,0,0,0,0,0,0,0,253,32,0,0,228,3310
.\pictureDatabase\img (145).jpg~3858,7,0,0,5229,623,0,0,4,0,0,0,0,0,0,0,7,1,0,0,1827,7794,70,0,46,3296,268,0,0,12,5,0,0,0,0,0,3,156,0,0,0,3005,5070,112,1,182,1033,310,0,0,0,0,0,9,0,0,0,27,78,1,3,40,757,2466
.\pictureDatabase\img (146).jpg~10059,2,0,0,4399,141,0,0,115,2,0,0,0,0,0,0,107,0,0,0,6199,4715,0,0,1013,1935,136,0,26,5,1,0,0,0,0,0,2,51,0,0,109,1683,1923,11,206,324,703,119,0,0,0,0,0,0,0,0,0,3,45,0,201,246,519,1300
.\pictureDatabase\img (147).jpg~7572,12,0,0,1282,142,0,0,50,3,0,0,12,0,0,0,230,18,0,0,2140,8043,24,0,254,2062,182,0,156,58,5,0,0,0,0,0,41,629,72,0,1,2455,3909,73,96,356,793,190,0,0,0,0,0,1,0,0,0,4,226,78,3,32,511,4585
.\pictureDatabase\img (148).jpg~8896,0,0,0,4804,149,0,0,460,3,0,0,41,0,0,0,227,0,0,0,4930,3201,5,0,1376,2236,217,0,233,78,3,0,0,0,0,0,7,83,1,0,37,1405,3326,22,184,448,986,158,0,0,0,0,0,0,0,0,0,12,54,2,12,39,603,2062
.\pictureDatabase\img (149).jpg~12998,58,0,0,6393,2254,0,0,282,565,0,0,0,0,0,0,37,1,0,0,424,2200,102,0,131,4504,788,0,0,127,216,0,5,1,0,0,19,61,0,0,0,527,1574,9,0,59,1281,141,0,0,0,0,0,1,0,0,0,0,290,0,0,0,605,647
.\pictureDatabase\img (15).jpg~5246,1991,1047,4,1322,204,444,434,0,0,5,21,0,0,0,0,1244,121,0,0,2721,4689,180,3,456,2512,550,28,0,0,0,0,21,35,0,0,32,775,158,0,18,1245,3475,349,0,36,505,453,0,5,0,0,0,3,2,0,0,1,78,71,0,1,211,5604
.\pictureDatabase\img (150).jpg~15213,86,0,0,2807,649,0,0,424,176,0,0,0,0,0,0,103,0,0,0,605,1334,23,0,511,4105,515,0,2,115,119,0,55,2,0,0,48,157,0,0,4,1059,1483,12,1,174,1786,279,1,0,0,0,6,8,1,0,0,3,806,0,0,0,1858,1770
.\pictureDatabase\img (151).jpg~9790,91,0,0,1102,1125,0,0,1,0,0,0,0,0,0,0,1155,15,0,0,3421,8670,138,0,249,1177,485,0,5,1,0,0,0,0,0,0,3,1099,9,0,21,1097,2794,118,46,215,134,156,0,0,0,0,0,14,0,0,0,18,282,8,0,0,300,2561
.\pictureDatabase\img (152).jpg~6501,2,0,0,79,17,0,0,0,0,0,0,0,0,0,0,873,2,0,0,1495,5820,26,0,0,89,40,0,1,0,1,0,0,0,0,0,38,2253,7,0,4,3729,6879,3168,0,9,51,1194,0,0,0,0,0,0,0,0,0,3,516,17,0,0,278,3208
.\pictureDatabase\img (153).jpg~1704,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,638,3,0,0,759,2799,26,0,0,39,49,0,0,0,0,0,0,0,0,0,0,1436,6,0,0,6541,12199,324,0,0,77,365,0,0,0,0,0,0,0,0,0,7,1526,111,0,0,670,7017
.\pictureDatabase\img (154).jpg~1694,17,0,0,137,34,0,0,0,0,0,0,0,0,0,0,700,56,0,0,1311,13925,375,0,0,474,616,0,0,0,0,0,0,0,0,0,0,1356,33,0,0,2862,9084,30,0,1,67,6,0,0,0,0,0,0,0,0,0,1,851,33,0,0,779,1858
.\pictureDatabase\img (155).jpg~5484,5,0,0,301,68,0,0,0,0,0,0,0,0,0,0,253,2,0,0,1285,5728,30,0,4,509,606,0,0,0,1,0,0,0,0,0,1,583,15,0,0,1359,12795,211,0,0,439,169,0,0,0,0,0,0,0,0,0,9,779,230,0,7,414,5013
.\pictureDatabase\img (156).jpg~12167,58,0,0,1366,997,0,0,1,0,0,0,0,0,0,0,808,7,0,0,1726,5557,28,0,823,2554,506,0,5,0,0,0,0,0,0,0,0,178,9,0,137,1125,2445,29,172,711,1119,293,0,0,0,0,0,0,0,0,0,1,85,2,0,15,357,3019
.\pictureDatabase\img (157).jpg~7748,268,0,0,882,1011,0,0,4,0,0,0,0,0,0,0,722,29,0,0,1363,10269,188,0,199,1513,1237,1,1,3,0,0,0,0,0,0,1,793,100,0,15,1065,4051,174,13,169,639,479,0,0,0,0,0,0,0,0,0,20,192,15,0,7,180,2949
.\pictureDatabase\img (158).jpg~3033,0,0,0,474,41,0,0,1,6,0,0,0,0,0,0,518,11,0,0,2518,9738,6,0,0,456,52,0,1,8,3,0,1,4,0,0,0,867,6,0,0,2162,8925,27,0,7,247,77,0,0,0,0,0,2,11,0,0,3,588,7,0,0,913,5587
.\pictureDatabase\img (159).jpg~2576,108,0,0,117,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,11526,610,0,0,336,551,0,0,0,0,0,0,0,0,0,0,482,821,0,0,537,11876,33,0,0,500,105,0,0,0,0,0,0,0,0,0,0,211,11,0,0,1332,3946
.\pictureDatabase\img (16).jpg~11136,112,0,0,759,53,0,0,0,0,0,0,0,0,0,0,1109,13,0,0,3906,4182,131,0,38,276,102,0,0,0,0,0,0,0,0,0,808,1375,7,0,418,2518,2384,67,0,26,67,6,0,0,0,0,0,0,0,0,58,72,1306,5,224,57,1555,3530
.\pictureDatabase\img (160).jpg~4625,4,0,0,112,35,0,0,0,0,0,0,0,0,0,0,1344,2,0,0,2304,6751,3,0,0,325,83,0,0,0,6,0,2,1,0,0,0,923,2,0,0,1600,9068,5,0,0,1340,265,0,0,0,0,0,0,0,0,0,1,397,2,0,0,1096,6004
.\pictureDatabase\img (161).jpg~4923,1,0,0,149,5,0,0,0,0,0,0,0,0,0,0,655,0,0,0,3205,6728,2,0,0,564,15,0,0,0,0,0,0,0,0,0,1,300,1,0,0,2604,8910,2,0,0,651,30,0,0,0,0,0,0,0,0,0,0,119,0,0,0,1261,6174
.\pictureDatabase\img (162).jpg~21704,2,0,0,658,126,0,0,0,0,0,0,0,0,0,0,3060,0,0,0,6112,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.\pictureDatabase\img (163).jpg~9296,4,0,0,535,97,0,0,0,0,0,0,0,0,0,0,95,1,0,0,860,5527,29,0,0,238,268,1,0,0,0,0,0,0,0,0,0,639,1,0,0,983,7478,40,0,0,184,123,0,0,0,0,0,0,0,0,0,0,2494,8,0,0,1671,5728
.\pictureDatabase\img (164).jpg~9988,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1463,3,0,0,1149,3703,13,0,49,100,15,0,5,9,0,0,0,0,0,0,6,1399,11,0,16,1301,6975,23,17,64,430,25,0,0,0,0,0,0,0,0,0,6,1526,13,0,8,2030,5948
.\pictureDatabase\img (165).jpg~10813,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1951,8,0,0,1434,3710,36,0,143,25,12,0,0,2,0,0,0,0,0,0,0,1505,79,0,14,387,5155,57,29,61,579,31,0,0,0,0,0,0,0,0,0,2,766,29,0,2,1262,8192
.\pictureDatabase\img (166).jpg~14743,17,0,0,1705,144,0,0,0,0,0,0,0,0,0,0,360,0,0,0,2445,7374,35,0,2,453,120,0,0,0,0,0,0,0,0,0,1,420,1,0,0,945,2435,69,0,2,168,85,0,0,0,0,0,0,0,0,0,5,216,5,0,0,313,4237
.\pictureDatabase\img (167).jpg~6900,116,0,0,57,123,0,0,0,0,0,0,0,0,0,0,420,13,0,0,454,6767,339,0,0,47,326,0,0,0,0,0,0,0,0,0,0,463,36,0,0,701,10987,326,0,0,40,395,0,0,0,0,0,0,0,0,0,1,829,7,0,0,1559,5394
.\pictureDatabase\img (168).jpg~8726,15,0,0,6136,859,0,0,137,24,0,0,0,0,0,0,38,5,0,0,1732,6244,11,0,748,2698,764,0,85,22,9,0,0,0,0,0,0,205,3,0,37,1033,2724,23,212,193,702,267,0,0,0,0,0,0,0,0,0,4,388,2,5,5,461,1783
.\pictureDatabase\img (169).jpg~4395,254,0,0,2199,5388,45,0,8,69,20,3,0,0,0,0,21,2,0,0,145,10410,299,0,77,3195,2522,9,7,59,10,7,0,0,0,0,0,358,28,0,0,750,3472,43,0,271,865,228,0,0,0,0,0,0,0,0,0,0,144,6,0,4,233,754
.\pictureDatabase\img (17).jpg~10427,102,0,0,2022,222,2,0,0,0,0,0,0,0,0,0,94,6,0,0,1800,3465,249,0,180,1196,348,1,0,0,0,0,0,0,0,0,46,143,26,0,157,6922,2637,422,0,888,418,139,0,0,0,0,0,0,0,0,2,30,208,209,0,9,283,3647
.\pictureDatabase\img (170).jpg~6367,804,0,0,1185,1810,37,0,0,0,0,0,0,0,0,0,140,52,0,0,1240,17542,156,0,227,873,109,0,1,0,0,0,0,0,0,0,3,410,17,0,193,1792,1046,2,204,490,88,77,0,0,0,0,0,2,0,0,0,14,135,0,69,405,535,275
.\pictureDatabase\img (171).jpg~14844,4,0,0,1031,204,0,0,2,12,0,0,0,0,0,0,19,0,0,0,688,2122,15,0,19,3096,198,0,0,31,7,0,0,0,0,0,0,136,4,0,0,4409,1925,3,0,1892,5286,2,0,0,0,0,0,0,0,0,0,0,64,0,0,0,171,116
.\pictureDatabase\img (172).jpg~6316,54,1,0,5026,842,7,0,34,9,0,0,0,0,0,0,186,19,0,0,1431,4964,65,0,434,5799,460,0,0,27,0,0,8,0,0,0,20,144,22,0,2,1134,2696,30,0,398,1746,74,0,0,0,0,0,0,0,0,0,3,50,2,0,1,1267,3029
.\pictureDatabase\img (173).jpg~8668,8,0,0,4399,327,0,0,2,1,0,0,0,0,0,0,151,1,0,0,2436,5336,18,0,524,4838,130,0,0,6,0,0,0,0,0,0,3,106,7,0,3,2466,2004,4,0,525,1435,2,0,0,0,0,0,0,0,0,0,0,72,1,0,4,730,2093
.\pictureDatabase\img (174).jpg~5871,91,0,0,3125,842,0,0,1,1,0,0,0,0,0,0,184,32,0,0,1142,6024,5,0,48,1998,191,0,0,0,0,0,0,0,0,0,0,33,7,0,9,934,5344,2,4,237,801,0,0,0,0,0,0,0,0,0,0,0,45,0,0,65,3157,6107
.\pictureDatabase\img (175).jpg~14876,63,0,0,1394,98,0,0,0,0,0,0,0,0,0,0,204,24,0,0,634,4887,45,0,56,440,10,0,0,0,0,0,0,0,0,0,0,483,34,0,0,775,5375,11,0,18,119,6,0,0,0,0,0,0,0,0,0,1,301,17,0,1,451,5977
.\pictureDatabase\img (176).jpg~16457,88,0,0,1779,78,0,0,2,0,0,0,0,0,0,0,214,72,0,0,857,5163,82,0,80,569,5,0,0,0,0,0,0,0,0,0,0,507,96,0,0,626,4816,5,0,3,80,3,0,0,0,0,0,0,0,0,0,0,364,26,0,0,478,3850
.\pictureDatabase\img (177).jpg~15053,28,0,0,630,58,0,0,1,0,0,0,0,0,0,0,116,1,0,0,828,5502,80,0,1,414,245,0,0,0,0,0,0,0,0,0,3,197,6,0,5,1150,4655,6,0,1,164,2,0,0,0,0,0,0,0,0,0,31,744,7,0,12,1679,4681
.\pictureDatabase\img (178).jpg~13995,28,0,0,447,34,0,0,0,0,0,0,0,0,0,0,250,6,0,0,964,6221,104,0,0,254,223,0,0,0,0,0,0,0,0,0,4,548,24,0,6,1092,4433,4,0,0,78,0,0,0,0,0,0,1,0,0,0,47,905,58,0,2,1310,5262
.\pictureDatabase\img (179).jpg~13170,122,0,0,2649,1785,0,0,22,9,0,0,0,0,0,0,54,4,0,0,809,5464,43,0,500,2499,777,0,98,44,5,0,0,0,0,0,11,226,12,0,57,902,2472,50,92,436,975,399,0,0,0,0,0,0,0,0,0,15,108,8,2,94,451,1936
.\pictureDatabase\img (18).jpg~6284,1075,0,0,72,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5309,906,0,0,11,633,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,9090,0,0,1,8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766
